filename	keywords
warren_c_briggs_forest.html	Warren C. Briggs, 1867 – 1903, 19th century artist, Forest Interior with Birch Tree, Oil on canvas, landscape, landscape artwork, artist, paintings, artwork,art work, painting, art, Bedford Fine Art Gallery, fine art, art gallery 
warren_c_briggs_shower.html	Warren C. Briggs, 1867 – 1903, 19th century artist, After a Shower, Oil on canvas, landscape, landscape artwork, artist, paintings, artwork,art work, painting, art, Bedford Fine Art Gallery, fine art, art gallery 
warren_sheppard_breezy_day.html	Warren Sheppard, American 1858 – 1937, A Breezy Day, 19th century artist, Oil on canvas, marine, marine artwork, artist, paintings, artwork,art work, painting, art, Bedford Fine Art Gallery, fine art, art gallery 
warren_sheppard_moonlight.html	Warren Sheppard, American 1858 – 1937, Port and Starboard Moonlight, 19th century artist, Oil on canvas, marine, marine artwork, artist, paintings, artwork,art work, painting, art, Bedford Fine Art Gallery, fine art, art gallery 
warren_sheppard_sailboats.html	Warren Sheppard, American 1858 – 1937, Sailboats at Sunset, 19th century artist, Oil on canvas, marine, marine artwork, artist, paintings, artwork,art work, painting, art, Bedford Fine Art Gallery, fine art, art gallery 
warren_sheppard_schooner.html	Warren Sheppard, American 1858 – 1937, Schooner at Daybreak, 19th century artist, Oil on canvas, marine, marine artwork, artist, paintings, artwork,art work, painting, art, Bedford Fine Art Gallery, fine art, art gallery 
warren_shepphard.html	Warren Sheppard , Warren W Sheppard, W. W. Sheppard, ,(American, 1858 - 1937), artist, paintings, artwork, art work, painting, art
wayne_hyde_autumn_phantom.html	Wayne Hyde, Autumn Phantom, sculpture,  artist, paintings, artwork,art work, painting, art, Bedford Fine Art Gallery, fine art, art gallery 
wayne_hyde_final_summation.html	Wayne Hyde, The Final Summation, sculpture, artist, paintings, artwork,art work, painting, art, Bedford Fine Art Gallery, fine art, art gallery 
wayne_hyde_fire.html	Wayne Hyde, The Fire Boss, sculpture, artist, paintings, artwork,art work, painting, art, Bedford Fine Art Gallery, fine art, art gallery 	
wayne_hyde_mid_day_sun_I.html	Wayne Hyde, Mid Day Sun I, sculpture, artist, paintings, artwork,art work, painting, art, Bedford Fine Art Gallery, fine art, art gallery 
wayne_hyde_mid_day_sun_II.html	Wayne Hyde, Mid Day Sun II, sculpture, artist, paintings, artwork,art work, painting, art, Bedford Fine Art Gallery, fine art, art gallery 
wayne_hyde_mohawk.html	Wayne Hyde, Mohawk, sculpture, artist, paintings, artwork,art work, painting, art, Bedford Fine Art Gallery, fine art, art gallery 
wayne_hyde_rifle.html	Wayne Hyde, My Rifle My Life, artist, paintings, artwork,art work, painting, art, Bedford Fine Art Gallery, fine art, art gallery 
wayne_hyde_silent_steps.html	Wayne Hyde, Silent Steps, artist, paintings, artwork,art work, painting, art, Bedford Fine Art Gallery, fine art, art gallery 
white_water_stream.html	John Joseph Enneking, American 1841 –1916, 19th century artist, White Water Stream, Oil on canvas, landscape, landscape artwork,  artist, paintings, artwork,art work, painting, art, Bedford Fine Art Gallery, fine art, art gallery 
william_anderson_coffin_moonrise.html	William Anderson Coffin, American, 1855 - 1925, 19th century artist, 20th century artist, Moonrise in May, landscape, landscape artwork, Oil on canvas,  artist, paintings, artwork,art work, painting, art, Bedford Fine Art Gallery, fine art, art gallery 
william_baptiste_baird_champigny.html	William Baptiste Baird, American 1847 - 1917, 19th century artist, On the Marne at Champigny, landscape, landscape artwork, Oil on canvas,  artist, paintings, artwork,art work, painting, art, Bedford Fine Art Gallery, fine art, art gallery, 
william_bromley_III.html	William Bromley III (English, active 1835- 1888), artist, paintings, artwork, art work, painting, art
william_bromley_III_boys.html	William Bromley III, English, active 1835 – 1888, 19th century artist, Genre Scene Boys with Bird’s Nest, genre, genre artwork, Oil on canvas,  artist, paintings, artwork,art work, painting, art, Bedford Fine Art Gallery, fine art, art gallery  
william_bromley_III_fishing.html	William Bromley III, English, active 1835 – 1888, 19th century artist, Genre Scene Boys Fishing, genre, genre artwork, Oil on canvas, artist, paintings, artwork,art work, painting, art, Bedford Fine Art Gallery, fine art, art gallery 	
william_bromley_III_genre.html	William Bromley III, English, active 1835 – 1888, 19th century artist, Genre Scene with Elegant Dressed Couple Walking in the Woods, genre, genre artwork, Oil on canvas, artist, paintings, artwork,art work, painting, art, Bedford Fine Art Gallery, fine art, art gallery 
william_bromley_III_liesure.html	William Bromley III, English, active 1835 – 1888, 19th century artist, LEISURE HOURS, genre, genre artwork, Oil on canvas, artist, paintings, artwork,art work, painting, art, Bedford Fine Art Gallery, fine art, art gallery 
william_coventry_wall_hudson.html	William Coventry Wall, American, 1810 – 1886, 19th century artist, Hudson River, Oil on canvas, landscape, landscape artwork,  artist, paintings, artwork,art work, painting, art, Bedford Fine Art Gallery, fine art, art gallery 
william_coventry_wall_river.html	William Coventry Wall, American, 1810 – 1886, 19th century artist, Strolling along the River, Oil on canvas, landscape, landscape artwork, artist, paintings, artwork,art work, painting, art, Bedford Fine Art Gallery, fine art, art gallery 
william_de_la_montagne_cary_art.html	William de La Montagne Cary , W.M. Cary, , ,, artist, paintings, artwork, art work, painting, art
william_de_la_montagne_cary_felines.html	William De La Montagne Cary, American, 1840-1922, W.M. Cary, 19th century artist, 20th century artist, Barber Shop Felines, 1900, 1900 painting, Oil on canvas, genre, genre artwork,  artist, paintings, artwork,art work, painting, art, Bedford Fine Art Gallery, fine art, art gallery 
william_guy_wall_art.html	William Guy Wall,(American, 1792 - 1864), artist, paintings, artwork, art work, painting, art
william_guy_wall_sojourn.html	William Guy Wall, Irish/American 1792 – 1864,  19th century artist, A Sojourn Along the River, Oil on canvas, genre, genre artwork,  artist, paintings, artwork,art work, painting, art, Bedford Fine Art Gallery, fine art, art gallery 
william_hart_art.html	William Hart , William M. Hart, W.M. Hart, ,(American 1823 - 1894), artist, paintings, artwork, art work, painting, art
william_hart_cattle.html	William Hart, American 1823 – 1894, 19th century artist, William M. Hart,  W.M. Hart, Landscape with Cattle, Oil on canvas, landscape, landscape artwork,  artist, paintings, artwork,art work, painting, art, Bedford Fine Art Gallery, fine art, art gallery


william_henry_ahrendt_art.html	William Henry Ahrendt, , , ,(American, born 1933), artist, paintings, artwork, art work, painting, art
william_henry_ahrendt_canyon.html	William Henry Ahrendt, American, born 1933, 20th century artist, The Grand Canyon (after Thomas Moran), Oil on canvas, landscape, landscape artwork,  artist, paintings, artwork,art work, painting, art, Bedford Fine Art Gallery, fine art, art gallery


william_herman_schmedtgen_bass.html	William Hermann Schmedtgen, American, 1862 – 1936,  William Schmedtgen, 19th century artist, 20th century artist, Bass, animal, animal artwork,  artist, paintings, artwork,art work, painting, art, Bedford Fine Art Gallery, fine art, art gallery


william_holbrook_beard_art.html	William Holbrook Beard , , , ,(American, 1825 - 1900), artist, paintings, artwork, art work, painting, art
william_holbrook_beard_squirrel.html	William Holbrook Beard, American 1824 – 1900, 19th century artist, Squirrel and Turtle, animal, animal artwork, Oil on canvas,  artist, paintings, artwork,art work, painting, art, Bedford Fine Art Gallery, fine art, art gallery


william_jacob_baer_girl_in_landscape.html	William Jacob Baer, American 1860 - 1941, 19th century artist, 20th century artist, Seated Young Girl in A Landscape, Oil on board, genre, genre artwork,  artist, paintings, artwork,art work, painting, art, Bedford Fine Art Gallery, fine art, art gallery


william_keith.html	William Keith, W. Keith, (American 1838 - 1911), artist, paintings, artwork, art work, painting, art
william_keith_forest.html	William Keith, American 1838 – 1911, 19th century artist, 20th century artist, Old Forest Clearing,  Oil on canvas, landscape, landscape artwork,  artist, paintings, artwork,art work, painting, art, Bedford Fine Art Gallery, fine art, art gallery
william_lamb_picknell_clearing.html	George Picknell, American 1864 - 1843, 19th century artist, The Clearing, landscape, landscape artwork, Oil on canvas,  artist, paintings, artwork,art work, painting, art, Bedford Fine Art Gallery, fine art, art gallery


william_leigh_rocks.html	William Leigh, American 1866 - 1955, 19th century artist, 20th century artist, Rocks at Leukenia Hills, Oil on canvas, landscape, landscape artwork,  artist, paintings, artwork,art work, painting, art, Bedford Fine Art Gallery, fine art, art gallery


william_lewis_marple_tahoe.html	William Lewis Marple, American 1827 – 1910, 19th century artist, 20th century artist, Reflections on the Lake, Oil on board, landscape, landscape artwork,  artist, paintings, artwork,art work, painting, art, Bedford Fine Art Gallery, fine art, art gallery


william_louis_sonntag_landscape.html	William Louis Sonntag, American 1822 – 1900, William Louis Sonntag Sr.,  William Sonntag, 19th century artist, Landscape, Oil on canvas, landscape, landscape artwork,  artist, paintings, artwork,art work, painting, art, Bedford Fine Art Gallery, fine art, art gallery


william_mason_brown_peaches.html	William Mason Brown (1828 - 1898), Peaches with Art Objects, 19th century artist, Oil on canvas, still life, still life artwork, artist, paintings, artwork,art work, painting, art, Bedford Fine Art Gallery, fine art, art gallery 
william_mcKendree_snyder_beech.html	William McKendree Snyder, American 1848 - 1930, 19th century artist, 20th century artist, Indiana Beech Woods, Oil on canvas, landscape, landscape artwork, artist, paintings, artwork,art work, painting, art, Bedford Fine Art Gallery, fine art, art gallery  
william_penn_morgan_art.html	William Penn Morgan, , , ,(American 1826-1900), artist, paintings, artwork, art work, painting, art
william_penn_morgan_love.html	William Penn Morgan, American 1826-1900, 19th century artist, Loves Me-Loves Me Not, Oil on canvas on board, genre, genre artwork,  artist, paintings, artwork,art work, painting, art, Bedford Fine Art Gallery, fine art, art gallery



william_preston_phelps.html	William Preston Phelps , W.P. Phelps, , ,(American 1843 - 1923), artist, paintings, artwork, art work, painting, art
william_preston_phelps_winter.html	William Preston Phelps, American 1843 – 1923, W.P. Phelps, Winter Stream, Oil on canvas, 19th century artist, 20th century artist, landscape, landscape artwork,  artist, paintings, artwork,art work, painting, art, Bedford Fine Art Gallery, fine art, art gallery



william_rickarby_miller_art.html	William Rickarby Miller, William R. Miller, Wm. R. Miller, W. R. Miller,(British-American, 1818 - 1893), artist, paintings, artwork, art work, painting, art
william_rickarby_miller_boating.html	William Rickarby Miller, British-American, 1818 – 1893, William R. Miller,  Wm. R. Miller,  W. R. Miller, The Boating Party, 19th century artist, Oil on canvas,  artist, paintings, artwork,art work, painting, art, Bedford Fine Art Gallery, fine art, art gallery



william_samuel_horton_art.html	William Samuel Horton , W.S. Horton, , ,(American, 1865 - 1936), artist, paintings, artwork, art work, painting, art
william_samuel_horton_roosevelt.html	William Samuel Horton, American 1865 – 1936, 20th century artist, 19th century artist, Teddy Roosevelt, c. 1909, 1909 painting, Oil on canvas, political, political artwork,  artist, paintings, artwork,art work, painting, art, Bedford Fine Art Gallery, fine art, art gallery



william_sidney_cooper.html	William Sidney Cooper, (British, 1854 - 1927), artist, paintings, artwork, art work, painting, art
william_sidney_cooper_boat.html	William Sidney Cooper, British 1854 – 1927, 19th century artist, 20th century artist, Sheep by a Boat and Stream with Ducks, oil on canvas, artist, paintings, animal, animal artwork, landscape, artwork,art work, painting, art, Bedford Fine Art Gallery, fine art, art gallery 
william_sidney_cooper_coast.html	William Sidney Cooper, British 1854 – 1927, 19th century artist, 20th century artist, Sheep on the Coast, watercolor, artist, paintings, animal, animal artwork, landscape, artwork,art work, painting, art, Bedford Fine Art Gallery, fine art, art gallery 
william_sidney_cooper_grazing_sheep.html	William Sidney Cooper, British 1854 – 1927, 19th century artist, 20th century artist, Sheep Grazing, 1891, oil on canvas, 1891 painting, artist, paintings, animal, animal artwork, landscape, artwork,art work, painting, art, Bedford Fine Art Gallery, fine art, art gallery 
william_sidney_cooper_landscape.html	William Sidney Cooper, British 1854 – 1927, 19th century artist, 20th century artist, Landscape with Sheep, oil on canvas, artist, paintings, animal, animal artwork, landscape, artwork,art work, painting, art, Bedford Fine Art Gallery, fine art, art gallery 
william_sidney_cooper_sheep.html	William Sidney Cooper, British 1854 – 1927, 19th century artist, 20th century artist, Sheep in Landscape, watercolor, artist, paintings, animal, animal artwork, landscape, artwork,art work, painting, art, Bedford Fine Art Gallery, fine art, art gallery 
william_sidney_cooper_sheep_in_field.html	William Sidney Cooper, British 1854 – 1927, 19th century artist, 20th century artist, Sheep, Oil on canvas over board, artist, paintings, animal, animal artwork, landscape, artwork,art work, painting, art, Bedford Fine Art Gallery, fine art, art gallery 
william_sidney_cooper_sheep_on_bridge.html	William Sidney Cooper, British 1854 – 1927, 19th century artist, 20th century artist, animal, animal artwork, Sheep on a Bridge, Oil on canvas,  artist, paintings, artwork,art work, painting, art, Bedford Fine Art Gallery, fine art, art gallery



wj_schaldach_trout.html	W.J. Schaldach, American 1896 - 1982, 20th century artist, Rising Trout, Etching, sporting art, artist, paintings, artwork,art work, painting, art, Bedford Fine Art Gallery, fine art, art gallery



